question_uid,branch,subject,topic,qtype,difficulty,statement,option_A,option_B,option_C,option_D,correct_answer,explanation,tags,estimated_time,marks
417ba78b-8ebc-4b70-ae5e-b8a652c8057b,Industrial,Industrial Applications,Industrial Applications - Topic 1,NUM,Expert,"Given values a=42 and b=4 in Industrial Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
384da334-da84-4e6f-80c0-dd59ae292827,CSE,Databases,Databases - Topic 1,NUM,Expert,"Given values a=65 and b=9 in Databases - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
0b1e8fdd-9087-4389-bea7-4fc9666cfa4d,EEE,EEE Applications,EEE Applications - Topic 1,NUM,Easy,"Given values a=84 and b=19 in EEE Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
dc11ac18-0de5-405a-8efe-deecae70f48b,Robotics,Robotics Fundamentals,Robotics Fundamentals - Topic 2,NUM,Expert,"Given values a=11 and b=6 in Robotics Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
969370af-d181-4487-a323-890b95f62898,Environmental,Environmental Applications,Environmental Applications - Topic 1,NUM,Hard,"Given values a=84 and b=98 in Environmental Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
6936b750-0673-4640-bd87-bd6627ebdd1b,Cyber Security,Cyber Security Applications,Cyber Security Applications - Topic 2,NUM,Expert,"Given values a=64 and b=68 in Cyber Security Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
e768fb07-960e-4522-8e09-0468652848a7,Biotechnology,Biotechnology Applications,Biotechnology Applications - Topic 1,NUM,Medium,"Given values a=73 and b=80 in Biotechnology Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
d1a22e89-303d-4a1d-a613-c3566ebbeece,AIML,AIML Applications,AIML Applications - Topic 2,NUM,Expert,"Given values a=80 and b=41 in AIML Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
2843030b-d6fc-4cb3-95f1-d7e7b9754e89,Biotechnology,Biotechnology Applications,Biotechnology Applications - Topic 2,NUM,Medium,"Given values a=90 and b=57 in Biotechnology Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
4a699c6c-623e-4c21-aeb8-c9dd3a466c4f,Mechanical,Thermodynamics,Thermodynamics - Topic 2,NUM,Expert,"Given values a=84 and b=80 in Thermodynamics - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
219e495b-939e-43fb-98c0-382826554dfc,Civil,Civil Applications,Civil Applications - Topic 1,NUM,Hard,"Given values a=38 and b=34 in Civil Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
1e08d0b7-7fdd-49d6-8e64-669c787c6504,Cyber Security,Cyber Security Applications,Cyber Security Applications - Topic 1,NUM,Medium,"Given values a=59 and b=24 in Cyber Security Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
b6d6c95b-9785-42bd-9121-3d948822e6eb,ISE,ISE Applications,ISE Applications - Topic 1,NUM,Hard,"Given values a=83 and b=36 in ISE Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
95bcb23a-c760-41b6-aa60-4ff6a6015330,Robotics,Robotics Applications,Robotics Applications - Topic 2,NUM,Expert,"Given values a=15 and b=25 in Robotics Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
1290e2f3-1b28-4a60-8c7e-cd78349972d1,Cyber Security,Cyber Security Applications,Cyber Security Applications - Topic 2,NUM,Expert,"Given values a=33 and b=63 in Cyber Security Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
0ab46bcc-f529-4673-a500-f26cda0f3ffa,CSE,Data Structures,Data Structures - Topic 2,NUM,Easy,"Given values a=22 and b=99 in Data Structures - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
12c6f011-c959-4f45-a100-78db40a46922,ECE,Communication Systems,Communication Systems - Topic 1,NUM,Expert,"Given values a=98 and b=99 in Communication Systems - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
27039292-50bd-4a01-887d-9fe11e86de3d,CSE,Databases,Databases - Topic 2,NUM,Medium,"Given values a=16 and b=9 in Databases - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
ea85ef12-cd54-4941-8e03-152e23611cee,Mechatronics,Mechatronics Fundamentals,Mechatronics Fundamentals - Topic 1,NUM,Medium,"Given values a=47 and b=89 in Mechatronics Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
c7e5ac21-1a15-4dbd-8d81-0993ef4a447b,CSE,Operating Systems,Operating Systems - Topic 2,NUM,Hard,"Given values a=53 and b=100 in Operating Systems - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
f65eba99-194f-49a0-9b76-29cb09197a72,Automobile,Automobile Applications,Automobile Applications - Topic 2,NUM,Easy,"Given values a=85 and b=40 in Automobile Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
4abad652-c495-48cd-a4ac-816d2f25ba10,ISE,ISE Fundamentals,ISE Fundamentals - Topic 2,NUM,Easy,"Given values a=44 and b=26 in ISE Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
cc2854d2-aa8d-459e-b642-7c0702f2b48f,Cyber Security,Cyber Security Applications,Cyber Security Applications - Topic 1,NUM,Medium,"Given values a=55 and b=25 in Cyber Security Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
31913729-7710-4004-a445-5d0f825f620e,Data Science,Data Science Fundamentals,Data Science Fundamentals - Topic 1,NUM,Hard,"Given values a=32 and b=9 in Data Science Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
c8b85b16-cd47-43cc-9352-55f64550bbc2,ECE,Digital Design,Digital Design - Topic 1,NUM,Easy,"Given values a=41 and b=100 in Digital Design - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
805b95ae-e8f1-49e8-aa9b-9a629f47bb05,CSE,Operating Systems,Operating Systems - Topic 1,NUM,Easy,"Given values a=28 and b=92 in Operating Systems - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
5ae6c653-2da0-402c-8d4c-41104aaf3f54,Chemical,Chemical Fundamentals,Chemical Fundamentals - Topic 2,NUM,Easy,"Given values a=7 and b=86 in Chemical Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
4464524f-076e-4cab-a700-b3160f579410,CSE,Databases,Databases - Topic 1,NUM,Expert,"Given values a=98 and b=76 in Databases - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
9d333ac2-f0c9-4244-b440-913ce01f53b3,Automobile,Automobile Fundamentals,Automobile Fundamentals - Topic 2,NUM,Medium,"Given values a=12 and b=38 in Automobile Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
14415bc4-3e88-45dc-b016-7524e45eba74,AIML,AIML Applications,AIML Applications - Topic 1,NUM,Easy,"Given values a=34 and b=2 in AIML Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
6cdd5dd3-50cf-4714-824f-4153cb6ea808,Automobile,Automobile Fundamentals,Automobile Fundamentals - Topic 2,NUM,Medium,"Given values a=5 and b=85 in Automobile Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
b055c84a-73c2-4aca-8b84-8746bfe33c9f,Mechanical,Thermodynamics,Thermodynamics - Topic 1,NUM,Medium,"Given values a=53 and b=99 in Thermodynamics - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
bc54a1a0-11d5-4802-8bbe-ede5a4c219b4,ECE,Circuits,Circuits - Topic 1,NUM,Expert,"Given values a=9 and b=39 in Circuits - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
5b474a98-2450-4d35-9327-26c3b2a97a7a,Environmental,Environmental Applications,Environmental Applications - Topic 2,NUM,Easy,"Given values a=74 and b=61 in Environmental Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
77ac0ff9-e68a-462e-ac24-c625c45b74a0,Mechanical,Fluid Mechanics,Fluid Mechanics - Topic 1,NUM,Easy,"Given values a=11 and b=46 in Fluid Mechanics - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
e533ca54-152d-4602-80b0-ef9be4fab730,Environmental,Environmental Fundamentals,Environmental Fundamentals - Topic 1,NUM,Expert,"Given values a=22 and b=34 in Environmental Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
104c6b88-38a3-43fc-870b-b8e959ed6093,CSE,Data Structures,Data Structures - Topic 1,NUM,Expert,"Given values a=5 and b=34 in Data Structures - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
786b8f49-8a15-4059-afce-a80758bdf8e0,Robotics,Robotics Fundamentals,Robotics Fundamentals - Topic 1,NUM,Expert,"Given values a=65 and b=17 in Robotics Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
1402e62c-744d-493a-ac4c-8cc6c0bcf00f,Industrial,Industrial Fundamentals,Industrial Fundamentals - Topic 2,NUM,Expert,"Given values a=38 and b=73 in Industrial Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
50c070f3-5e24-4cca-a07a-b4200acd4749,AIML,AIML Fundamentals,AIML Fundamentals - Topic 2,NUM,Hard,"Given values a=12 and b=79 in AIML Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
25535325-e34e-48d0-887f-476cff5e8320,Automobile,Automobile Fundamentals,Automobile Fundamentals - Topic 2,NUM,Medium,"Given values a=19 and b=62 in Automobile Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
fefb84db-bc3b-48b6-9b26-63fedaf733f1,Aerospace,Aerospace Fundamentals,Aerospace Fundamentals - Topic 1,NUM,Expert,"Given values a=79 and b=96 in Aerospace Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
7439429b-0fc8-45c4-84a1-672b25deaaad,Civil,Civil Applications,Civil Applications - Topic 1,NUM,Hard,"Given values a=80 and b=44 in Civil Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
e6c7ec2c-27d4-4e43-b4db-594f022a4bcd,Robotics,Robotics Applications,Robotics Applications - Topic 1,NUM,Medium,"Given values a=21 and b=13 in Robotics Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
bd4ef116-cb15-402c-a3b5-f65d249bc569,CSE,Operating Systems,Operating Systems - Topic 1,NUM,Easy,"Given values a=85 and b=46 in Operating Systems - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
048e552b-6539-4224-9bfa-f915f634bc43,Robotics,Robotics Fundamentals,Robotics Fundamentals - Topic 1,NUM,Expert,"Given values a=25 and b=57 in Robotics Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
6d0f20cc-162a-4684-b984-3a10a94aac80,EEE,EEE Fundamentals,EEE Fundamentals - Topic 2,NUM,Expert,"Given values a=5 and b=21 in EEE Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
5e605378-b8ee-44ed-9bc4-cd306ae45883,ECE,Circuits,Circuits - Topic 1,NUM,Expert,"Given values a=29 and b=87 in Circuits - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
f1412b14-5ae3-4b5a-8673-c38a4100391f,Aerospace,Aerospace Fundamentals,Aerospace Fundamentals - Topic 1,NUM,Expert,"Given values a=26 and b=64 in Aerospace Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
fe0b1dfb-0a14-4fae-bd9d-90ea1f52a6a6,AIML,AIML Applications,AIML Applications - Topic 1,NUM,Easy,"Given values a=68 and b=11 in AIML Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
827ac075-e00a-4f48-89f0-d9aae6e4cd3e,CSE,Algorithms,Algorithms - Topic 2,NUM,Medium,"Given values a=73 and b=87 in Algorithms - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
e5bf5c74-e9c0-4c2f-973e-1b7e8adbc18b,Mechanical,Mechanics,Mechanics - Topic 2,NUM,Hard,"Given values a=57 and b=85 in Mechanics - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
adf09f3f-a889-482e-acc1-3f891b2a108f,Biotechnology,Biotechnology Fundamentals,Biotechnology Fundamentals - Topic 2,NUM,Medium,"Given values a=4 and b=61 in Biotechnology Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
6922b4a6-5446-4ccc-a3d4-ed2d0739521d,ISE,ISE Applications,ISE Applications - Topic 2,NUM,Medium,"Given values a=25 and b=39 in ISE Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
75615cfa-ff45-4dc0-aa2e-62a1be1d7e74,AIML,AIML Fundamentals,AIML Fundamentals - Topic 1,NUM,Hard,"Given values a=36 and b=32 in AIML Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
446e640a-ab22-4741-a969-3afc82dc32ad,Cyber Security,Cyber Security Fundamentals,Cyber Security Fundamentals - Topic 1,NUM,Medium,"Given values a=28 and b=47 in Cyber Security Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
f8eaaee1-4bbf-43c9-940b-e9f7b7382abb,AIML,AIML Applications,AIML Applications - Topic 1,NUM,Easy,"Given values a=33 and b=12 in AIML Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
5488e999-4dc5-4848-bc40-d474adff508b,Data Science,Data Science Fundamentals,Data Science Fundamentals - Topic 2,NUM,Hard,"Given values a=33 and b=4 in Data Science Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
6500434d-6c57-4e26-891b-3e46bd413695,Environmental,Environmental Applications,Environmental Applications - Topic 2,NUM,Easy,"Given values a=42 and b=99 in Environmental Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
9e221c0c-2a23-49b7-9e8e-60dc7c94841a,Mechatronics,Mechatronics Fundamentals,Mechatronics Fundamentals - Topic 1,NUM,Medium,"Given values a=18 and b=33 in Mechatronics Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
a2b6b802-92de-4daa-8db8-598b57ef584c,Robotics,Robotics Fundamentals,Robotics Fundamentals - Topic 2,NUM,Expert,"Given values a=9 and b=49 in Robotics Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
285163e2-8704-4fe0-990c-e808a4bfa45e,CSE,Operating Systems,Operating Systems - Topic 2,NUM,Hard,"Given values a=27 and b=52 in Operating Systems - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
eb9f1629-1ca6-4212-b7d6-46dc56889e75,CSE,Computer Networks,Computer Networks - Topic 1,NUM,Hard,"Given values a=63 and b=93 in Computer Networks - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
79c4f25e-083f-49c0-a4a5-dbca2637fc35,Mechatronics,Mechatronics Applications,Mechatronics Applications - Topic 1,NUM,Hard,"Given values a=60 and b=4 in Mechatronics Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
20382c75-754f-44b1-ad13-4bccac47c88f,CSE,Data Structures,Data Structures - Topic 1,NUM,Expert,"Given values a=76 and b=100 in Data Structures - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
d4c10909-a35f-44ee-8da5-46056d4e0c51,Robotics,Robotics Fundamentals,Robotics Fundamentals - Topic 2,NUM,Expert,"Given values a=72 and b=47 in Robotics Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
6b61933c-314f-47f4-b553-e0192255974b,CSE,Operating Systems,Operating Systems - Topic 1,NUM,Easy,"Given values a=6 and b=91 in Operating Systems - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
1f733b44-5d43-4d3c-9a0c-b5fcfb50c67d,CSE,Data Structures,Data Structures - Topic 2,NUM,Easy,"Given values a=95 and b=79 in Data Structures - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
71e53326-82b8-48fa-a7d4-13373039d25a,ECE,Digital Design,Digital Design - Topic 1,NUM,Easy,"Given values a=9 and b=37 in Digital Design - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
89168072-1026-4bfb-8c38-53a2f1e81e78,ECE,Signals,Signals - Topic 2,NUM,Expert,"Given values a=87 and b=64 in Signals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
82419f27-fc90-4381-9209-c391e9e4146f,ECE,Communication Systems,Communication Systems - Topic 1,NUM,Expert,"Given values a=73 and b=3 in Communication Systems - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
1e14bbcc-5cb2-4374-86a0-b4e3b134390b,Mechatronics,Mechatronics Fundamentals,Mechatronics Fundamentals - Topic 2,NUM,Medium,"Given values a=14 and b=50 in Mechatronics Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
be34aa45-e295-41d6-984c-039fe1d70d7e,ISE,ISE Applications,ISE Applications - Topic 2,NUM,Medium,"Given values a=3 and b=78 in ISE Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
22313722-c0e1-4c1f-9ff3-a76c5551579b,Cyber Security,Cyber Security Applications,Cyber Security Applications - Topic 2,NUM,Expert,"Given values a=62 and b=19 in Cyber Security Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
c2a2f537-f96c-453f-835e-bb49a55f9899,Civil,Civil Applications,Civil Applications - Topic 2,NUM,Easy,"Given values a=64 and b=71 in Civil Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
554ac5b2-d406-4be3-b9b8-8f3379377abf,Data Science,Data Science Fundamentals,Data Science Fundamentals - Topic 2,NUM,Hard,"Given values a=55 and b=71 in Data Science Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
1e3e3124-153b-4c50-81de-f68c4de749cb,ECE,Digital Design,Digital Design - Topic 2,NUM,Easy,"Given values a=98 and b=85 in Digital Design - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
f06c5f87-d0e6-42a3-a506-d0c736b031da,Civil,Civil Applications,Civil Applications - Topic 2,NUM,Easy,"Given values a=3 and b=87 in Civil Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
abc4be19-be22-4265-abbf-50155d3e6696,ECE,Digital Design,Digital Design - Topic 2,NUM,Easy,"Given values a=74 and b=29 in Digital Design - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
abb4d88f-1302-47aa-8c02-b798756390a2,Biotechnology,Biotechnology Applications,Biotechnology Applications - Topic 2,NUM,Medium,"Given values a=64 and b=76 in Biotechnology Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
637b24a5-5e48-411c-a7ac-37a4126edd2c,Automobile,Automobile Fundamentals,Automobile Fundamentals - Topic 1,NUM,Medium,"Given values a=2 and b=49 in Automobile Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
2f88758b-36ed-4e79-9305-88c1062049cf,ECE,Circuits,Circuits - Topic 2,NUM,Hard,"Given values a=60 and b=36 in Circuits - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
86ff0f1a-5422-4c0d-81c7-4065839ad378,Industrial,Industrial Fundamentals,Industrial Fundamentals - Topic 2,NUM,Expert,"Given values a=8 and b=96 in Industrial Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
685727d0-3975-4ff3-8319-76b4c6b07092,Cyber Security,Cyber Security Fundamentals,Cyber Security Fundamentals - Topic 2,NUM,Expert,"Given values a=2 and b=30 in Cyber Security Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
93bb7fe7-ecdd-4387-ba8c-e55be53a04c7,Automobile,Automobile Applications,Automobile Applications - Topic 1,NUM,Hard,"Given values a=27 and b=20 in Automobile Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
439180d1-2f91-44eb-8faf-94b47cd0e8bd,Data Science,Data Science Applications,Data Science Applications - Topic 2,NUM,Easy,"Given values a=60 and b=4 in Data Science Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
a7e0ab8d-892d-4c88-a426-ff7e618597f9,Robotics,Robotics Applications,Robotics Applications - Topic 1,NUM,Medium,"Given values a=5 and b=41 in Robotics Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
9404e635-f305-4d04-8231-5b551f9f2e80,AIML,AIML Fundamentals,AIML Fundamentals - Topic 2,NUM,Hard,"Given values a=12 and b=94 in AIML Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
aef79a65-85de-42a9-9d20-ee16b7878bc7,ISE,ISE Applications,ISE Applications - Topic 2,NUM,Medium,"Given values a=3 and b=7 in ISE Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
035c5413-41f4-40f3-9e52-43125ea3870c,CSE,Computer Networks,Computer Networks - Topic 1,NUM,Hard,"Given values a=14 and b=46 in Computer Networks - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
3a727ce5-78a0-4c18-bc2c-31580acc231e,Robotics,Robotics Applications,Robotics Applications - Topic 1,NUM,Medium,"Given values a=88 and b=84 in Robotics Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
6f82b27f-ac73-4373-95d6-cc79be16626e,ECE,Signals,Signals - Topic 2,NUM,Expert,"Given values a=46 and b=70 in Signals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
90b4fba9-eb82-4e21-bdd4-7980945714cd,EEE,EEE Fundamentals,EEE Fundamentals - Topic 1,NUM,Medium,"Given values a=19 and b=57 in EEE Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
1df06016-dcc4-48e0-b907-f7608c9434a3,Environmental,Environmental Applications,Environmental Applications - Topic 1,NUM,Hard,"Given values a=88 and b=57 in Environmental Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
91fb84cd-b8da-43df-bdab-ec4d21dc8e13,ECE,Circuits,Circuits - Topic 2,NUM,Hard,"Given values a=59 and b=53 in Circuits - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
474f2e7b-d887-404e-9f60-b2b8bc2f376c,Automobile,Automobile Fundamentals,Automobile Fundamentals - Topic 1,NUM,Medium,"Given values a=45 and b=47 in Automobile Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
311327c6-2172-4aca-b24a-c973c3fcf731,Data Science,Data Science Fundamentals,Data Science Fundamentals - Topic 2,NUM,Hard,"Given values a=21 and b=96 in Data Science Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
9c4c01d7-fedc-460a-a588-48070921c239,AIML,AIML Fundamentals,AIML Fundamentals - Topic 1,NUM,Hard,"Given values a=43 and b=11 in AIML Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
d9f05ec7-6430-483c-8275-641b56bf9d92,ECE,Signals,Signals - Topic 1,NUM,Hard,"Given values a=52 and b=19 in Signals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
